"Age","Race.Sex","Year","Survival","SurvivalP","Deaths","qx"
" 40","All Female","1900",67407,0.67407,3286,0.0487486463
" 45","All Female","1900",64121,0.64121,3706,0.0577969776
" 50","All Female","1900",60415,0.60415,4507,0.0746006786
" 55","All Female","1900",55908,0.55908,5753,0.1029011948
" 60","All Female","1900",50155,0.50155,6909,0.1377529658
" 65","All Female","1900",43246,0.43246,8525,0.1971280581
" 70","All Female","1900",34721,0.34721,9727,0.2801474612
" 75","All Female","1900",24994,0.24994,9865,0.3946947267
" 80","All Female","1900",15129,0.15129,8066,0.5331482583
" 85","All Female","1900",7063,0.07063,4757,0.67350984
" 90","All Female","1900",2306,0.02306,1854,0.8039895924
" 95","All Female","1900",452,0.00452,409,0.9048672566
"100","All Female","1900",43,0.00043,43,1
"  0","White All","1900",1e+05,1,12238,0.12238
"  1","White All","1900",87762,0.87762,5691,0.064845833
"  5","White All","1900",82071,0.82071,1700,0.0207137722
" 10","White All","1900",80371,0.80371,1027,0.0127782409
" 15","White All","1900",79344,0.79344,1346,0.0169641057
" 20","White All","1900",77998,0.77998,2796,0.035847073
" 25","White All","1900",75202,0.75202,2885,0.0383633414
" 30","White All","1900",72317,0.72317,2795,0.0386492803
" 35","White All","1900",69522,0.69522,3440,0.0494807399
" 40","White All","1900",66082,0.66082,3162,0.0478496414
" 45","White All","1900",62920,0.6292,4273,0.0679116338
" 50","White All","1900",58647,0.58647,4197,0.0715637629
" 55","White All","1900",54450,0.5445,6162,0.1131680441
" 60","White All","1900",48288,0.48288,6783,0.1404696819
" 65","White All","1900",41505,0.41505,8603,0.2072762318
" 70","White All","1900",32902,0.32902,9546,0.2901343383
" 75","White All","1900",23356,0.23356,9562,0.4094022949
" 80","White All","1900",13794,0.13794,7602,0.5511091779
" 85","White All","1900",6192,0.06192,4273,0.6900839793
" 90","White All","1900",1919,0.01919,1564,0.8150078166
" 95","White All","1900",355,0.00355,324,0.9126760563
"100","White All","1900",31,0.00031,31,1
"  0","White Male","1900",1e+05,1,13345,0.13345
"  1","White Male","1900",86655,0.86655,5791,0.0668282269
"  5","White Male","1900",80864,0.80864,1755,0.0217031065
" 10","White Male","1900",79109,0.79109,1072,0.0135509234
" 15","White Male","1900",78037,0.78037,1661,0.0212847752
" 20","White Male","1900",76376,0.76376,2469,0.032326909
" 25","White Male","1900",73907,0.73907,2688,0.0363700326
" 30","White Male","1900",71219,0.71219,2974,0.0417585195
" 35","White Male","1900",68245,0.68245,3291,0.0482233131
" 40","White Male","1900",64954,0.64954,3585,0.0551929057
" 45","White Male","1900",61369,0.61369,4095,0.0667275009
" 50","White Male","1900",57274,0.57274,4783,0.0835108426
" 55","White Male","1900",52491,0.52491,6039,0.115048294
" 60","White Male","1900",46452,0.46452,7207,0.1551494015
" 65","White Male","1900",39245,0.39245,8605,0.2192636005
" 70","White Male","1900",30640,0.3064,9253,0.3019908616
" 75","White Male","1900",21387,0.21387,9121,0.4264740263
" 80","White Male","1900",12266,0.12266,7014,0.5718245557
" 85","White Male","1900",5252,0.05252,3729,0.7100152323
" 90","White Male","1900",1523,0.01523,1260,0.8273145108
" 95","White Male","1900",263,0.00263,241,0.9163498099
"100","White Male","1900",22,0.00022,22,1
"  0","White Female","1900",1e+05,1,11061,0.11061
"  1","White Female","1900",88939,0.88939,5513,0.0619863052
"  5","White Female","1900",83426,0.83426,1703,0.0204133004
" 10","White Female","1900",81723,0.81723,1043,0.012762625
" 15","White Female","1900",80680,0.8068,1702,0.0210956867
" 20","White Female","1900",78978,0.78978,2390,0.0302615918
" 25","White Female","1900",76588,0.76588,2701,0.0352666214
" 30","White Female","1900",73887,0.73887,2916,0.0394656706
" 35","White Female","1900",70971,0.70971,3036,0.0427780361
" 40","White Female","1900",67935,0.67935,3258,0.0479576065
" 45","White Female","1900",64677,0.64677,3672,0.056774433
" 50","White Female","1900",61005,0.61005,4496,0.0736988771
" 55","White Female","1900",56509,0.56509,5757,0.101877577
" 60","White Female","1900",50752,0.50752,6946,0.1368616015
" 65","White Female","1900",43806,0.43806,8600,0.1963201388
" 70","White Female","1900",35206,0.35206,9844,0.2796114299
" 75","White Female","1900",25362,0.25362,10013,0.394803249
" 80","White Female","1900",15349,0.15349,8200,0.5342367581
" 85","White Female","1900",7149,0.07149,4827,0.6751993286
" 90","White Female","1900",2322,0.02322,1874,0.8070628768
" 95","White Female","1900",448,0.00448,407,0.9084821429
"100","White Female","1900",41,0.00041,41,1
"  0","African American All","1900",1e+05,1,23391,0.23391
"  1","African American All","1900",76609,0.76609,10387,0.1355845919
"  5","African American All","1900",66222,0.66222,2812,0.0424632297
" 10","African American All","1900",63410,0.6341,2350,0.0370604006
" 15","African American All","1900",61060,0.6106,3129,0.0512446774
" 20","African American All","1900",57931,0.57931,3419,0.0590184875
" 25","African American All","1900",54512,0.54512,3225,0.0591612856
" 30","African American All","1900",51287,0.51287,3280,0.0639538285
" 35","African American All","1900",48007,0.48007,3489,0.0726769013
" 40","African American All","1900",44518,0.44518,3890,0.0873803855
" 45","African American All","1900",40628,0.40628,4525,0.1113763907
" 50","African American All","1900",36103,0.36103,4699,0.1301553887
" 55","African American All","1900",31404,0.31404,5706,0.1816965992
" 60","African American All","1900",25698,0.25698,5224,0.2032843023
" 65","African American All","1900",20474,0.20474,5514,0.2693171828
" 70","African American All","1900",14960,0.1496,5004,0.3344919786
" 75","African American All","1900",9956,0.09956,4206,0.4224588188
" 80","African American All","1900",5750,0.0575,2968,0.516173913
" 85","African American All","1900",2782,0.02782,1728,0.6211358735
" 90","African American All","1900",1054,0.01054,758,0.7191650854
" 95","African American All","1900",296,0.00296,239,0.8074324324
"100","African American All","1900",57,0.00057,57,1
"  0","African American Male","1900",1e+05,1,25326,0.25326
"  1","African American Male","1900",74674,0.74674,10289,0.1377855746
"  5","African American Male","1900",64385,0.64385,2655,0.0412363128
" 10","African American Male","1900",61730,0.6173,2063,0.0334197311
" 15","African American Male","1900",59667,0.59667,2934,0.0491729096
" 20","African American Male","1900",56733,0.56733,3448,0.0607759153
" 25","African American Male","1900",53285,0.53285,3418,0.064145632
" 30","African American Male","1900",49867,0.49867,3326,0.0666974151
" 35","African American Male","1900",46541,0.46541,3552,0.076319804
" 40","African American Male","1900",42989,0.42989,3759,0.0874409733
" 45","African American Male","1900",39230,0.3923,4464,0.1137904665
" 50","African American Male","1900",34766,0.34766,4779,0.1374618881
" 55","African American Male","1900",29987,0.29987,5793,0.1931837129
" 60","African American Male","1900",24194,0.24194,5179,0.2140613375
" 65","African American Male","1900",19015,0.19015,5186,0.2727320536
" 70","African American Male","1900",13829,0.13829,4937,0.3570033987
" 75","African American Male","1900",8892,0.08892,4061,0.4567026541
" 80","African American Male","1900",4831,0.04831,2801,0.5797971434
" 85","African American Male","1900",2030,0.0203,1396,0.6876847291
" 90","African American Male","1900",634,0.00634,497,0.7839116719
" 95","African American Male","1900",137,0.00137,119,0.8686131387
"100","African American Male","1900",18,0.00018,18,1
"  0","African American Female","1900",1e+05,1,21475,0.21475
"  1","African American Female","1900",78525,0.78525,10469,0.1333205985
"  5","African American Female","1900",68056,0.68056,2945,0.0432731868
" 10","African American Female","1900",65111,0.65111,2727,0.041882324
" 15","African American Female","1900",62384,0.62384,3331,0.0533951013
" 20","African American Female","1900",59053,0.59053,3258,0.0551707788
" 25","African American Female","1900",55795,0.55795,3022,0.0541625594
" 30","African American Female","1900",52773,0.52773,3206,0.0607507627
" 35","African American Female","1900",49567,0.49567,3421,0.0690176932
" 40","African American Female","1900",46146,0.46146,3867,0.0837992459
" 45","African American Female","1900",42279,0.42279,4598,0.1087537548
" 50","African American Female","1900",37681,0.37681,4557,0.1209362809
" 55","African American Female","1900",33124,0.33124,5600,0.1690617075
" 60","African American Female","1900",27524,0.27524,5529,0.2008792327
" 65","African American Female","1900",21995,0.21995,5855,0.2661968629
" 70","African American Female","1900",16140,0.1614,5074,0.3143742255
" 75","African American Female","1900",11066,0.11066,4358,0.3938189048
" 80","African American Female","1900",6708,0.06708,3141,0.4682468694
" 85","African American Female","1900",3567,0.03567,2075,0.5817213345
" 90","African American Female","1900",1492,0.01492,1030,0.6903485255
" 95","African American Female","1900",462,0.00462,365,0.79004329
"100","African American Female","1900",97,0.00097,97,1
